seed,task,consumer,metric,direction,full_method,ablation_method,full_value,ablation_value,full_advantage_normalized,positive_favors_full
29,simulated_future_workload_classification,linear,macro_f1,higher,chronaris,chronaris_no_continuous_evolution,0.3301393810536263,0.3776484154471926,-0.047509034393566296,True
29,simulated_future_workload_classification,linear,macro_f1,higher,chronaris,chronaris_no_physics,0.3301393810536263,0.38099939276409867,-0.050860011710472386,True
29,simulated_future_workload_classification,linear,macro_f1,higher,chronaris,chronaris_no_causal_mask,0.3301393810536263,0.32154521963824295,0.008594161415383328,True
29,simulated_future_workload_classification,linear,macro_f1,higher,chronaris,chronaris_no_single_stream_bypass,0.3301393810536263,0.34585346477449175,-0.015714083720865468,True
29,simulated_future_workload_classification,minirocket,balanced_accuracy,higher,chronaris,chronaris_no_continuous_evolution,0.5138657545742368,0.5262205381853938,-0.01235478361115705,True
29,simulated_future_workload_classification,minirocket,balanced_accuracy,higher,chronaris,chronaris_no_physics,0.5138657545742368,0.5085868924858333,0.0052788620884034465,True
29,simulated_future_workload_classification,minirocket,balanced_accuracy,higher,chronaris,chronaris_no_causal_mask,0.5138657545742368,0.5476983652692834,-0.03383261069504662,True
29,simulated_future_workload_classification,minirocket,balanced_accuracy,higher,chronaris,chronaris_no_single_stream_bypass,0.5138657545742368,0.41550006145604196,0.09836569311819482,True
29,simulated_future_workload_classification,minirocket,brier_score,lower,chronaris,chronaris_no_continuous_evolution,0.6738369931808866,0.7097851641251451,0.035948170944258506,True
29,simulated_future_workload_classification,minirocket,brier_score,lower,chronaris,chronaris_no_physics,0.6738369931808866,0.7050555740880794,0.03121858090719276,True
29,simulated_future_workload_classification,minirocket,brier_score,lower,chronaris,chronaris_no_causal_mask,0.6738369931808866,0.6744985102460429,0.0006615170651562696,True
29,simulated_future_workload_classification,minirocket,brier_score,lower,chronaris,chronaris_no_single_stream_bypass,0.6738369931808866,0.6900679758557038,0.01623098267481715,True
29,simulated_future_workload_classification,minirocket,ece_10_bins,lower,chronaris,chronaris_no_continuous_evolution,0.2931128428533333,0.29692505176163053,0.0038122089082972543,True
29,simulated_future_workload_classification,minirocket,ece_10_bins,lower,chronaris,chronaris_no_physics,0.2931128428533333,0.33834507025061356,0.04523222739728028,True
29,simulated_future_workload_classification,minirocket,ece_10_bins,lower,chronaris,chronaris_no_causal_mask,0.2931128428533333,0.2684111647236792,-0.02470167812965407,True
29,simulated_future_workload_classification,minirocket,ece_10_bins,lower,chronaris,chronaris_no_single_stream_bypass,0.2931128428533333,0.26879639594422905,-0.024316446909104228,True
29,simulated_future_workload_classification,minirocket,macro_auprc,higher,chronaris,chronaris_no_continuous_evolution,0.5511067108431509,0.5283788169845044,0.022727893858646486,True
29,simulated_future_workload_classification,minirocket,macro_auprc,higher,chronaris,chronaris_no_physics,0.5511067108431509,0.5556950217727451,-0.004588310929594219,True
29,simulated_future_workload_classification,minirocket,macro_auprc,higher,chronaris,chronaris_no_causal_mask,0.5511067108431509,0.5527768226258173,-0.0016701117826664058,True
29,simulated_future_workload_classification,minirocket,macro_auprc,higher,chronaris,chronaris_no_single_stream_bypass,0.5511067108431509,0.43879236971310237,0.11231434113004851,True
29,simulated_future_workload_classification,minirocket,macro_f1,higher,chronaris,chronaris_no_continuous_evolution,0.4947903294304201,0.5066857287023799,-0.011895399271959817,True
29,simulated_future_workload_classification,minirocket,macro_f1,higher,chronaris,chronaris_no_physics,0.4947903294304201,0.4856292546896786,0.009161074740741515,True
29,simulated_future_workload_classification,minirocket,macro_f1,higher,chronaris,chronaris_no_causal_mask,0.4947903294304201,0.5194563336783862,-0.024666004247966056,True
29,simulated_future_workload_classification,minirocket,macro_f1,higher,chronaris,chronaris_no_single_stream_bypass,0.4947903294304201,0.41852540152673723,0.07626492790368289,True
29,simulated_future_workload_regression,linear,mae,lower,chronaris,chronaris_no_continuous_evolution,0.1652606517697374,0.14123060988883177,-0.024030041880905628,True
29,simulated_future_workload_regression,linear,mae,lower,chronaris,chronaris_no_physics,0.1652606517697374,0.15661079389974475,-0.008649857869992644,True
