seed,method,task,consumer,metric,stress_factor,source_direction,direction_normalized,level_count,minimum_level,maximum_level,baseline_score,maximum_stress_score,maximum_stress_change,degradation_slope
17,chronaris,simulated_future_workload_regression,linear,rmse,snr_degradation_db,lower,higher_is_better,4,0.0,25.0,-0.1976129980340145,-0.18247562319706076,0.015137374836953738,0.014787840272621498
17,chronaris,simulated_future_workload_regression,linear,rmse,timestamp_jitter_ms,lower,higher_is_better,4,0.0,100.0,-0.1976129980340145,-0.17399450081638193,0.023618497217632567,0.018112900314720137
17,chronaris,simulated_future_workload_regression,linear,spearman,absolute_clock_drift_ppm,higher,higher_is_better,4,0.0,250.0,0.6213117172236456,0.6245008960567261,0.0031891788330804527,0.0024496512055189605
17,chronaris,simulated_future_workload_regression,linear,spearman,absolute_clock_offset_s,higher,higher_is_better,4,0.0,3.0,0.6213117172236456,0.6200731764806551,-0.0012385407429905682,-0.0012021979880423013
17,chronaris,simulated_future_workload_regression,linear,spearman,additional_physiology_lag_s,higher,higher_is_better,4,2.0,30.0,0.6199146500474317,0.4794771849103292,-0.14043746513710254,-0.14255754142848545
17,chronaris,simulated_future_workload_regression,linear,spearman,contiguous_gap_s,higher,higher_is_better,4,0.0,30.0,0.6213117172236456,0.43213797055709136,-0.1891737466665543,-0.17912203241328153
17,chronaris,simulated_future_workload_regression,linear,spearman,random_missing_rate,higher,higher_is_better,4,0.0,0.5,0.6213117172236456,0.46210540058085403,-0.1592063166427916,-0.16065884579963122
17,chronaris,simulated_future_workload_regression,linear,spearman,snr_degradation_db,higher,higher_is_better,4,0.0,25.0,0.6213117172236456,0.6273950631317227,0.00608334590807702,0.00978243012158228
17,chronaris,simulated_future_workload_regression,linear,spearman,timestamp_jitter_ms,higher,higher_is_better,4,0.0,100.0,0.6213117172236456,0.61970441178305,-0.0016073054405956189,-0.0041652541174414335
17,chronaris,simulated_future_workload_regression,minirocket,mae,absolute_clock_drift_ppm,lower,higher_is_better,4,0.0,250.0,-0.25840273887539905,-0.2646893595034877,-0.006286620628088657,-0.0045349751044774615
17,chronaris,simulated_future_workload_regression,minirocket,mae,absolute_clock_offset_s,lower,higher_is_better,4,0.0,3.0,-0.25840273887539905,-0.25834821738923586,5.4521486163194854e-05,-0.00023648998057331113
17,chronaris,simulated_future_workload_regression,minirocket,mae,additional_physiology_lag_s,lower,higher_is_better,4,2.0,30.0,-0.25877099282418686,-0.27116385955984396,-0.012392866735657093,-0.01166655352362529
17,chronaris,simulated_future_workload_regression,minirocket,mae,contiguous_gap_s,lower,higher_is_better,4,0.0,30.0,-0.25840273887539905,-0.37881887347127,-0.12041613459587097,-0.1295087859478024
